Timestamp: 1687204491, Funktion: OSMP_INIT END, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_SIZE START, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_SIZE END, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_RANK START, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_RANK END, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_BCAST START, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_BARRIER START, OSMPRank: 0
Timestamp: 1687204491, Funktion: OSMP_INIT END, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_SIZE START, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_SIZE END, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_RANK START, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_RANK END, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_BCAST START, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_BARRIER START, OSMPRank: 1
Timestamp: 1687204491, Funktion: OSMP_INIT END, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_SIZE START, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_SIZE END, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_RANK START, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_RANK END, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_BCAST START, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_BARRIER START, OSMPRank: 2
Timestamp: 1687204491, Funktion: OSMP_INIT END, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_SIZE START, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_SIZE END, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_RANK START, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_RANK END, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_BCAST START, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_BARRIER START, OSMPRank: 3
Timestamp: 1687204491, Funktion: OSMP_INIT END, OSMPRank: 4
Timestamp: 1687204491, Funktion: OSMP_SIZE START, OSMPRank: 4
Timestamp: 1687204491, Funktion: OSMP_SIZE END, OSMPRank: 4
Timestamp: 1687204491, Funktion: OSMP_RANK START, OSMPRank: 4
Timestamp: 1687204491, Funktion: OSMP_RANK END, OSMPRank: 4
Timestamp: 1687204491, Funktion: OSMP_BCAST START, OSMPRank: 4
Timestamp: 1687204491, Funktion: OSMP_BARRIER START, OSMPRank: 4
Timestamp: 1687204492, Funktion: OSMP_INIT END, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_SIZE START, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_SIZE END, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_RANK START, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_RANK END, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_BCAST START, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_BARRIER START, OSMPRank: 5
Timestamp: 1687204492, Funktion: OSMP_INIT END, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_SIZE START, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_SIZE END, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_RANK START, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_RANK END, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_BCAST START, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_BARRIER START, OSMPRank: 6
Timestamp: 1687204492, Funktion: OSMP_INIT END, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_SIZE START, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_SIZE END, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_RANK START, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_RANK END, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_BCAST START, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_BARRIER START, OSMPRank: 7
Timestamp: 1687204492, Funktion: OSMP_INIT END, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_SIZE START, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_SIZE END, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_RANK START, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_RANK END, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_BCAST START, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_BARRIER START, OSMPRank: 8
Timestamp: 1687204492, Funktion: OSMP_INIT END, OSMPRank: 9
Timestamp: 1687204492, Funktion: OSMP_SIZE START, OSMPRank: 9
Timestamp: 1687204492, Funktion: OSMP_SIZE END, OSMPRank: 9
Timestamp: 1687204492, Funktion: OSMP_RANK START, OSMPRank: 9
Timestamp: 1687204492, Funktion: OSMP_RANK END, OSMPRank: 9
Timestamp: 1687204492, Funktion: OSMP_BCAST START, OSMPRank: 9
Timestamp: 1687204492, Funktion: OSMP_BARRIER START, OSMPRank: 9
